,Player,PF,Yds,Tot Yds & TO_Ply,Tot Yds & TO_Y/P,Tot Yds & TO_TO,FL,1stD,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_NY/A,Passing_1stD,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Y/A,Rushing_1stD,Penalties_Pen,Penalties_Yds,Penalties_1stPy,season,team,#Dr,Sc%,TO%,Average Drive_Start,Average Drive_Time,Average Drive_Plays,Average Drive_Yds,Average Drive_Pts
875,Team Stats,398,5716,1034.0,5.5,32,12,345,384.0,592,4210,28,20,6.8,225.0,413,1506,16,3.6,98.0,110.0,907.0,22.0,1995,mia,,,,,,,,
876,Team Stats,339,5165,1000.0,5.2,24,13,294,300.0,504,3543,22,11,6.6,173.0,460,1622,14,3.5,92.0,111.0,852.0,29.0,1996,mia,,,,,,,,
877,Team Stats,339,5135,1028.0,5.0,20,8,311,332.0,576,3792,16,12,6.3,199.0,430,1343,18,3.1,87.0,93.0,783.0,25.0,1997,mia,,,,,,,,
878,Team Stats,321,4930,1028.0,4.8,28,12,269,316.0,546,3395,23,16,6.0,176.0,458,1535,10,3.4,73.0,106.0,864.0,20.0,1998,mia,,,,,,,,
879,Team Stats,326,4938,1071.0,4.6,34,13,287,329.0,589,3485,20,21,5.6,188.0,445,1453,8,3.3,81.0,111.0,936.0,18.0,1999,mia,207.0,32.4,15.5,Own 32.9,2:26,5.4,23.8,1.51
880,Team Stats,323,4461,945.0,4.7,26,9,251,243.0,421,2567,15,17,5.7,122.0,496,1894,16,3.8,104.0,115.0,920.0,25.0,2000,mia,193.0,30.6,13.0,Own 32.0,2:34,5.06,23.1,1.56
881,Team Stats,344,4821,953.0,5.1,38,19,263,275.0,453,3157,20,19,6.6,154.0,473,1664,14,3.5,95.0,107.0,914.0,14.0,2001,mia,182.0,29.7,18.1,Own 31.9,2:39,5.36,26.5,1.66
882,Team Stats,378,5392,1010.0,5.3,30,15,318,271.0,455,2890,18,15,6.0,155.0,530,2502,24,4.7,139.0,103.0,859.0,24.0,2002,mia,191.0,34.6,15.7,Own 32.1,2:38,5.46,28.2,1.92
883,Team Stats,311,4609,968.0,4.8,34,15,266,257.0,450,2792,17,19,5.8,145.0,487,1817,14,3.7,99.0,103.0,913.0,22.0,2003,mia,192.0,28.1,17.2,Own 32.1,2:31,5.19,23.9,1.51
884,Team Stats,275,4404,1022.0,4.3,42,16,267,309.0,586,3065,19,26,4.8,165.0,384,1339,10,3.5,71.0,112.0,852.0,31.0,2004,mia,210.0,22.9,18.6,Own 31.4,2:09,4.99,21.0,1.24
885,Team Stats,318,5198,1026.0,5.1,30,14,274,291.0,556,3300,22,16,5.7,159.0,444,1898,11,4.3,93.0,132.0,1055.0,22.0,2005,mia,202.0,28.7,14.4,Own 31.5,2:10,5.23,25.4,1.51
886,Team Stats,260,4960,1034.0,4.8,25,6,281,342.0,591,3287,16,19,5.2,180.0,402,1673,7,4.2,82.0,90.0,789.0,19.0,2006,mia,190.0,25.8,12.6,Own 31.5,2:32,5.63,26.0,1.26
887,Team Stats,267,4600,989.0,4.7,29,13,283,318.0,558,3031,12,16,5.1,162.0,389,1569,14,4.0,107.0,91.0,732.0,14.0,2007,mia,175.0,26.9,16.0,Own 27.7,2:42,5.78,26.0,1.4
888,Team Stats,345,5529,965.0,5.7,13,6,308,330.0,491,3632,20,7,7.0,184.0,448,1897,18,4.2,111.0,81.0,669.0,13.0,2008,mia,174.0,33.9,6.9,Own 29.2,2:51,5.69,31.6,1.89
889,Team Stats,360,5401,1088.0,5.0,29,10,333,331.0,545,3170,15,19,5.5,188.0,509,2231,22,4.4,129.0,78.0,640.0,16.0,2009,mia,181.0,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85
890,Team Stats,273,5170,1040.0,5.0,31,10,300,335.0,557,3527,17,21,5.9,189.0,445,1643,8,3.7,91.0,72.0,595.0,20.0,2010,mia,185.0,29.7,15.7,Own 28.6,2:40,5.84,27.7,1.43
891,Team Stats,329,5078,990.0,5.1,25,12,287,280.0,469,3091,20,13,5.9,166.0,469,1987,11,4.2,89.0,85.0,779.0,32.0,2011,mia,195.0,32.8,12.8,Own 29.5,2:31,5.28,25.9,1.62
892,Team Stats,288,4984,981.0,5.1,26,13,288,293.0,504,3182,13,13,5.9,158.0,440,1802,15,4.1,93.0,82.0,724.0,37.0,2012,mia,186.0,27.4,12.9,Own 25.3,2:30,5.44,26.8,1.42
893,Team Stats,317,5007,1001.0,5.0,26,7,278,357.0,594,3567,24,19,5.5,205.0,349,1440,8,4.1,61.0,70.0,598.0,12.0,2013,mia,194.0,29.9,13.4,Own 27.9,2:22,5.34,25.6,1.56
894,Team Stats,388,5601,1040.0,5.4,23,11,361,394.0,595,3729,27,12,5.8,226.0,399,1872,12,4.7,99.0,81.0,635.0,36.0,2014,mia,181.0,37.6,10.5,Own 31.1,2:40,5.95,30.9,1.99
895,Team Stats,310,5307,977.0,5.4,19,7,291,365.0,588,3811,24,12,6.0,194.0,344,1496,11,4.3,72.0,134.0,1090.0,25.0,2015,mia,187.0,25.7,9.6,Own 26.0,2:21,5.31,28.3,1.52
896,Team Stats,363,5324,913.0,5.8,23,8,278,316.0,477,3500,27,15,6.9,167.0,406,1824,14,4.5,90.0,125.0,1142.0,21.0,2016,mia,189.0,30.7,11.1,Own 29.6,2:27,4.96,28.0,1.81
897,Team Stats,281,4923,995.0,4.9,29,8,284,373.0,602,3535,24,21,5.6,187.0,360,1388,4,3.9,66.0,137.0,1154.0,31.0,2017,mia,190.0,25.8,15.3,Own 28.1,2:29,5.39,25.9,1.36
898,Team Stats,319,4638,878.0,5.3,23,10,252,292.0,455,2900,26,13,5.7,153.0,371,1738,7,4.7,75.0,108.0,978.0,24.0,2018,mia,184.0,28.3,12.5,Own 29.4,2:27,4.92,25.0,1.59
899,Team Stats,306,4960,1022.0,4.9,26,8,315,371.0,615,3804,22,18,5.7,210.0,349,1156,10,3.3,64.0,92.0,769.0,41.0,2019,mia,182.0,30.2,13.7,Own 27.7,2:32,5.78,27.1,1.61
900,Team Stats,404,5424,1021.0,5.3,20,7,345,370.0,559,3736,24,13,6.3,207.0,428,1688,15,3.9,100.0,74.0,635.0,38.0,2020,mia,181.0,41.4,11.0,Own 29.7,2:46,5.86,30.0,2.1
901,Team Stats,341,5219,1097.0,4.8,26,12,325,404.0,615,3651,21,14,5.6,206.0,442,1568,12,3.5,87.0,105.0,825.0,32.0,2021,mia,186.0,30.1,12.4,Own 28.0,2:47,6.06,27.9,1.61
902,Team Stats,397,6197,1009.0,6.1,21,6,342,368.0,584,4511,30,15,7.3,220.0,390,1686,12,4.3,93.0,111.0,881.0,29.0,2022,mia,178.0,38.8,11.8,Own 26.6,2:48,5.85,34.9,2.13
903,Team Stats,496,6822,1053.0,6.5,25,10,360,393.0,566,4514,30,15,7.6,223.0,456,2308,27,5.1,113.0,97.0,767.0,24.0,2023,mia,186.0,43.5,13.4,Own 29.6,2:45,5.81,36.5,2.53
904,Team Stats,345,5532,1082.0,5.1,21,11,344,413.0,591,3737,22,10,5.9,221.0,448,1795,12,4.0,90.0,114.0,926.0,33.0,2024,mia,182.0,39.0,11.0,Own 30.3,2:58,6.17,30.1,1.92
905,Team Stats,285,3886,796.0,4.9,44,22,236,203.0,377,1989,22,22,5.3,123.0,419,1897,14,4.5,104.0,36.0,375.0,9.0,1961,min,,,,,,,,
906,Team Stats,254,4080,774.0,5.3,54,23,223,170.0,348,2216,22,31,6.4,107.0,426,1864,7,4.4,102.0,44.0,447.0,14.0,1962,min,,,,,,,,
907,Team Stats,309,4011,851.0,4.7,35,18,223,197.0,355,2169,16,17,5.3,112.0,445,1842,17,4.1,97.0,58.0,627.0,14.0,1963,min,,,,,,,,
908,Team Stats,355,4306,893.0,4.8,30,18,258,179.0,326,2123,23,12,5.7,115.0,519,2183,14,4.2,124.0,71.0,787.0,19.0,1964,min,,,,,,,,
909,Team Stats,383,4824,912.0,5.3,37,25,277,189.0,372,2546,21,12,6.3,126.0,505,2278,19,4.5,130.0,76.0,771.0,21.0,1965,min,,,,,,,,
910,Team Stats,292,4639,1013.0,4.6,36,14,279,216.0,417,2548,18,22,5.5,132.0,551,2091,15,3.8,126.0,67.0,787.0,21.0,1966,min,,,,,,,,
911,Team Stats,233,3478,825.0,4.2,37,13,199,150.0,336,1667,11,24,4.5,85.0,454,1811,10,4.0,91.0,100.0,1075.0,23.0,1967,min,,,,,,,,
912,Team Stats,282,3606,817.0,4.4,31,14,223,154.0,282,1685,11,17,5.3,89.0,500,1921,19,3.8,114.0,65.0,692.0,20.0,1968,min,,,,,,,,
913,Team Stats,379,4096,869.0,4.7,30,12,239,176.0,346,2246,24,18,5.9,117.0,489,1850,15,3.8,102.0,67.0,744.0,20.0,1969,min,,,,,,,,
914,Team Stats,335,3815,881.0,4.3,31,16,225,173.0,344,2181,12,15,5.8,111.0,508,1634,16,3.2,98.0,60.0,631.0,16.0,1970,min,,,,,,,,
915,Team Stats,245,3350,846.0,4.0,30,12,198,157.0,334,1655,9,18,4.6,95.0,484,1695,14,3.5,89.0,70.0,661.0,14.0,1971,min,,,,,,,,
916,Team Stats,301,4263,883.0,4.8,32,19,235,218.0,385,2523,19,13,6.1,127.0,472,1740,11,3.7,95.0,51.0,440.0,13.0,1972,min,,,,,,,,
917,Team Stats,296,4231,868.0,4.9,26,17,246,179.0,298,1956,16,9,5.9,99.0,538,2275,14,4.2,137.0,55.0,482.0,10.0,1973,min,,,,,,,,
918,Team Stats,310,4611,907.0,5.1,22,9,264,234.0,400,2755,22,13,6.6,136.0,488,1856,17,3.8,114.0,56.0,501.0,14.0,1974,min,,,,,,,,
919,Team Stats,377,4955,1031.0,4.8,26,12,314,281.0,446,2861,27,14,6.0,156.0,556,2094,18,3.8,142.0,90.0,708.0,16.0,1975,min,,,,,,,,
920,Team Stats,305,4858,1013.0,4.8,29,19,294,270.0,442,2855,17,10,6.0,150.0,540,2003,18,3.7,125.0,77.0,615.0,19.0,1976,min,,,,,,,,
921,Team Stats,231,4189,933.0,4.5,46,24,245,228.0,388,2368,19,22,5.6,126.0,510,1821,9,3.6,110.0,75.0,556.0,9.0,1977,min,,,,,,,,
922,Team Stats,294,4779,1127.0,4.2,51,17,308,352.0,592,3243,25,34,5.2,176.0,505,1536,10,3.0,102.0,113.0,817.0,30.0,1978,min,,,,,,,,
923,Team Stats,259,4903,1090.0,4.5,41,17,311,315.0,566,3139,23,24,5.2,168.0,487,1764,9,3.6,112.0,96.0,787.0,31.0,1979,min,,,,,,,,
924,Team Stats,317,5330,1048.0,5.1,26,3,324,331.0,574,3688,22,23,6.0,191.0,433,1642,14,3.8,100.0,90.0,717.0,33.0,1980,min,,,,,,,,
925,Team Stats,325,5845,1129.0,5.2,50,21,343,382.0,709,4333,27,29,5.9,217.0,391,1512,8,3.9,91.0,109.0,865.0,35.0,1981,min,,,,,,,,
926,Team Stats,187,2879,601.0,4.8,17,5,167,187.0,334,1967,15,12,5.5,107.0,245,912,6,3.7,52.0,62.0,496.0,8.0,1982,min,,,,,,,,
927,Team Stats,316,5019,1068.0,4.7,32,10,303,310.0,555,3211,15,22,5.4,169.0,470,1808,17,3.8,112.0,90.0,748.0,22.0,1983,min,,,,,,,,
928,Team Stats,276,4716,1041.0,4.5,41,16,289,281.0,533,2872,18,25,4.8,150.0,444,1844,10,4.2,111.0,90.0,762.0,28.0,1984,min,,,,,,,,
929,Team Stats,346,5151,1027.0,5.0,47,18,317,311.0,576,3635,22,29,5.9,189.0,406,1516,19,3.7,95.0,88.0,690.0,33.0,1985,min,,,,,,,,
930,Team Stats,398,5651,1024.0,5.5,29,14,321,290.0,519,3913,31,15,7.0,186.0,461,1738,14,3.8,114.0,96.0,890.0,21.0,1986,min,,,,,,,,
931,Team Stats,336,4809,980.0,4.9,33,10,293,232.0,446,2826,21,23,5.7,136.0,482,1983,20,4.1,129.0,96.0,814.0,28.0,1987,min,,,,,,,,
932,Team Stats,406,5595,1068.0,5.2,30,12,318,294.0,520,3789,20,18,6.7,187.0,501,1806,22,3.6,112.0,118.0,998.0,19.0,1988,min,,,,,,,,
933,Team Stats,351,5255,1053.0,5.0,33,14,326,272.0,499,3189,17,19,5.9,172.0,514,2066,12,4.0,126.0,119.0,974.0,28.0,1989,min,,,,,,,,
934,Team Stats,351,5034,1001.0,5.0,37,13,288,265.0,497,3167,25,24,5.8,164.0,455,1867,10,4.1,106.0,83.0,565.0,18.0,1990,min,,,,,,,,
935,Team Stats,301,5084,969.0,5.2,26,10,300,284.0,477,2883,16,16,5.7,158.0,464,2201,18,4.7,125.0,88.0,675.0,17.0,1991,min,,,,,,,,
936,Team Stats,374,4899,995.0,4.9,32,17,288,258.0,458,2869,18,15,5.8,157.0,497,2030,19,4.1,115.0,99.0,809.0,16.0,1992,min,,,,,,,,
937,Team Stats,277,4824,1008.0,4.8,24,10,283,315.0,526,3200,18,14,5.7,182.0,447,1624,8,3.6,85.0,109.0,806.0,16.0,1993,min,,,,,,,,
938,Team Stats,356,5848,1123.0,5.2,34,14,325,409.0,673,4324,18,20,6.1,215.0,419,1524,11,3.6,92.0,112.0,880.0,18.0,1994,min,,,,,,,,
939,Team Stats,412,5938,1115.0,5.3,29,13,342,402.0,642,4205,33,16,6.2,223.0,433,1733,10,4.0,91.0,105.0,797.0,28.0,1995,min,,,,,,,,
940,Team Stats,298,5204,1030.0,5.1,32,13,284,331.0,561,3658,24,19,6.1,186.0,435,1546,7,3.6,75.0,106.0,835.0,23.0,1996,min,,,,,,,,
941,Team Stats,354,5354,1022.0,5.2,22,6,293,319.0,540,3313,26,16,5.8,177.0,449,2041,14,4.5,96.0,97.0,800.0,20.0,1997,min,,,,,,,,
942,Team Stats,556,6264,1008.0,6.2,20,4,335,327.0,533,4328,41,16,7.8,210.0,450,1936,17,4.3,98.0,116.0,1045.0,27.0,1998,min,,,,,,,,
943,Team Stats,399,5793,995.0,5.8,40,19,324,316.0,530,3989,32,21,7.0,192.0,422,1804,13,4.3,96.0,114.0,955.0,36.0,1999,min,186.0,34.4,18.8,Own 31.6,2:32,5.51,31.1,2.0
944,Team Stats,397,5961,958.0,6.2,28,10,319,307.0,495,3832,33,18,7.2,193.0,428,2129,14,5.0,107.0,106.0,908.0,19.0,2000,min,174.0,39.7,14.9,Own 30.9,2:43,5.64,34.1,2.27
945,Team Stats,290,5185,978.0,5.3,39,16,288,335.0,555,3576,23,23,5.9,179.0,376,1609,10,4.3,88.0,109.0,836.0,21.0,2001,min,182.0,26.4,20.3,Own 29.2,2:34,5.48,28.4,1.52
946,Team Stats,390,6192,1080.0,5.7,41,18,350,337.0,558,3685,19,23,6.1,191.0,473,2507,26,5.3,139.0,137.0,1139.0,20.0,2002,min,191.0,35.6,19.9,Own 31.3,2:40,5.81,32.3,2.01
947,Team Stats,416,6294,1055.0,6.0,24,11,336,333.0,520,3951,32,13,7.0,194.0,493,2343,15,4.8,124.0,127.0,1029.0,18.0,2003,min,183.0,35.5,13.1,Own 29.9,2:52,5.91,34.3,2.09
948,Team Stats,405,6339,985.0,6.4,21,9,351,380.0,552,4516,39,12,7.6,225.0,387,1823,8,4.7,98.0,117.0,884.0,28.0,2004,min,167.0,38.9,12.0,Own 27.3,2:54,6.03,37.6,2.29
949,Team Stats,306,4613,945.0,4.9,30,14,285,323.0,510,3146,18,16,5.6,169.0,381,1467,10,3.9,83.0,128.0,1013.0,33.0,2005,min,190.0,27.9,14.2,Own 31.6,2:25,5.15,24.3,1.43
950,Team Stats,282,4943,1025.0,4.8,32,12,272,332.0,540,3123,13,20,5.4,160.0,442,1820,12,4.1,87.0,123.0,903.0,25.0,2006,min,197.0,23.9,15.7,Own 29.9,2:35,5.33,25.1,1.24
951,Team Stats,365,5379,964.0,5.6,30,16,294,249.0,432,2745,12,14,5.8,139.0,494,2634,22,5.3,131.0,86.0,662.0,24.0,2007,min,190.0,28.4,15.3,Own 27.7,2:29,5.2,28.2,1.57
952,Team Stats,379,5288,1014.0,5.2,31,14,292,267.0,452,2956,22,17,6.0,150.0,519,2332,15,4.5,119.0,90.0,692.0,23.0,2008,min,190.0,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82
953,Team Stats,470,6074,1054.0,5.8,18,11,343,377.0,553,4156,34,7,7.1,220.0,467,1918,19,4.1,99.0,101.0,757.0,24.0,2009,min,188.0,42.0,9.0,Own 32.5,2:48,5.76,32.2,2.39
954,Team Stats,281,5039,982.0,5.1,37,11,289,305.0,505,3097,14,26,5.7,159.0,441,1942,16,4.4,104.0,100.0,769.0,26.0,2010,min,189.0,24.9,19.0,Own 30.2,2:34,5.29,26.4,1.38
955,Team Stats,340,5275,1007.0,5.2,26,9,297,286.0,510,2957,20,17,5.3,159.0,448,2318,18,5.2,118.0,109.0,908.0,20.0,2011,min,189.0,31.7,13.2,Own 29.1,2:26,5.48,27.9,1.76
956,Team Stats,379,5385,1001.0,5.4,23,11,306,300.0,483,2751,18,12,5.3,163.0,486,2634,16,5.4,113.0,90.0,830.0,30.0,2012,min,182.0,37.9,12.6,Own 27.4,2:32,5.71,29.5,1.88
957,Team Stats,391,5508,1013.0,5.4,32,13,309,325.0,546,3427,18,19,5.8,173.0,423,2081,23,4.9,106.0,70.0,695.0,30.0,2013,min,195.0,34.4,14.9,Own 28.1,2:20,5.35,28.3,1.87
958,Team Stats,325,5048,981.0,5.1,20,2,288,322.0,517,3244,17,18,5.7,171.0,413,1804,12,4.4,90.0,100.0,836.0,27.0,2014,min,176.0,31.8,10.8,Own 27.3,2:37,5.77,28.5,1.64
959,Team Stats,365,5139,973.0,5.3,17,8,297,294.0,454,2928,14,9,5.9,153.0,474,2211,18,4.7,113.0,88.0,797.0,31.0,2015,min,172.0,38.4,9.3,Own 30.2,2:50,5.88,29.9,1.9
960,Team Stats,327,5041,1006.0,5.0,16,11,303,414.0,588,3836,20,5,6.1,209.0,380,1205,9,3.2,66.0,103.0,882.0,28.0,2016,min,174.0,32.8,7.5,Own 31.2,2:49,5.96,28.9,1.67
961,Team Stats,382,5710,1055.0,5.4,14,6,334,357.0,527,3753,25,8,6.8,196.0,501,1957,15,3.9,100.0,100.0,949.0,38.0,2017,min,185.0,38.9,7.6,Own 29.4,2:48,5.91,30.9,2.03
962,Team Stats,360,5529,1003.0,5.5,20,10,310,425.0,606,4036,30,10,6.2,218.0,357,1493,9,4.2,66.0,92.0,779.0,26.0,2018,min,188.0,32.4,10.6,Own 30.3,2:31,5.52,29.2,1.8
963,Team Stats,407,5656,970.0,5.8,20,12,314,319.0,466,3523,26,8,7.1,171.0,476,2133,19,4.5,106.0,96.0,895.0,37.0,2019,min,173.0,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29
964,Team Stats,430,6292,1023.0,6.2,23,10,383,349.0,516,4009,35,13,7.2,212.0,468,2283,20,4.9,139.0,82.0,650.0,32.0,2020,min,176.0,39.8,12.5,Own 26.2,2:44,5.94,35.7,2.44
965,Team Stats,425,6168,1083.0,5.7,13,6,332,398.0,604,4238,34,7,6.7,202.0,449,1930,10,4.3,103.0,111.0,1043.0,27.0,2021,min,196.0,39.3,6.6,Own 28.6,2:34,5.72,31.4,2.08
966,Team Stats,424,6145,1123.0,5.5,23,8,382,448.0,672,4484,30,15,6.2,244.0,404,1661,18,4.1,93.0,88.0,684.0,45.0,2022,min,197.0,36.0,11.7,Own 29.0,2:34,5.77,30.8,2.04
967,Team Stats,344,5912,1071.0,5.5,34,15,340,424.0,631,4359,30,19,6.4,220.0,393,1553,7,4.0,79.0,89.0,670.0,41.0,2023,min,179.0,34.1,18.4,Own 26.6,2:47,6.15,32.9,1.85
968,Team Stats,432,5898,1054.0,5.6,21,9,353,364.0,548,4043,35,12,6.8,210.0,457,1855,9,4.1,100.0,110.0,845.0,43.0,2024,min,191.0,41.4,10.5,Own 31.3,2:43,5.74,30.8,2.16
969,Team Stats,233,3790,864.0,4.4,37,14,220,237.0,478,2598,13,23,4.9,135.0,334,1192,9,3.6,67.0,76.0,785.0,18.0,1967,nor,,,,,,,,
970,Team Stats,246,3863,881.0,4.4,40,11,224,210.0,439,2336,17,29,4.9,122.0,409,1527,7,3.7,80.0,82.0,843.0,22.0,1968,nor,,,,,,,,
971,Team Stats,311,4679,879.0,5.3,32,12,282,245.0,453,2974,22,20,6.2,158.0,399,1705,12,4.3,93.0,83.0,943.0,31.0,1969,nor,,,,,,,,
972,Team Stats,172,3673,814.0,4.5,40,18,183,213.0,415,2458,11,22,5.5,112.0,371,1215,4,3.3,55.0,91.0,1029.0,16.0,1970,nor,,,,,,,,
973,Team Stats,266,3666,889.0,4.1,25,11,242,182.0,387,1955,12,14,4.5,106.0,452,1711,18,3.8,105.0,85.0,869.0,31.0,1971,nor,,,,,,,,
974,Team Stats,215,3664,829.0,4.4,37,16,226,230.0,449,2434,18,21,4.9,123.0,337,1230,5,3.6,83.0,69.0,585.0,20.0,1972,nor,,,,,,,,
975,Team Stats,163,3501,872.0,4.0,34,17,207,163.0,338,1659,11,17,4.4,88.0,497,1842,5,3.7,100.0,58.0,516.0,19.0,1973,nor,,,,,,,,
976,Team Stats,166,3744,929.0,4.0,33,12,233,185.0,389,1761,10,21,4.1,91.0,503,1983,9,3.9,117.0,75.0,598.0,25.0,1974,nor,,,,,,,,
977,Team Stats,165,3187,908.0,3.5,40,16,215,181.0,392,1545,8,24,3.5,82.0,463,1642,9,3.5,109.0,71.0,527.0,24.0,1975,nor,,,,,,,,
978,Team Stats,253,3759,885.0,4.2,32,18,226,206.0,403,1984,8,14,4.4,111.0,431,1775,16,4.1,92.0,103.0,901.0,23.0,1976,nor,,,,,,,,
979,Team Stats,232,3597,851.0,4.2,32,11,223,166.0,321,1573,13,21,4.3,96.0,484,2024,14,4.2,115.0,86.0,794.0,12.0,1977,nor,,,,,,,,
980,Team Stats,281,4996,1028.0,4.9,31,15,295,294.0,479,3151,17,16,6.1,154.0,512,1845,17,3.6,119.0,112.0,1044.0,22.0,1978,nor,,,,,,,,
981,Team Stats,370,5627,996.0,5.6,36,14,315,257.0,428,3151,16,22,7.1,135.0,551,2476,28,4.5,160.0,93.0,812.0,20.0,1979,nor,,,,,,,,
982,Team Stats,291,5010,960.0,5.2,35,13,285,334.0,566,3648,26,22,6.0,183.0,348,1362,9,3.9,80.0,98.0,837.0,22.0,1980,nor,,,,,,,,
983,Team Stats,207,4705,1028.0,4.6,47,20,280,238.0,441,2419,8,27,5.0,124.0,546,2286,16,4.2,126.0,109.0,899.0,30.0,1981,nor,,,,,,,,
984,Team Stats,129,2655,602.0,4.4,24,10,173,137.0,248,1398,8,14,5.2,76.0,331,1257,8,3.8,79.0,63.0,514.0,18.0,1982,nor,,,,,,,,
985,Team Stats,319,4938,1055.0,4.7,47,22,286,243.0,425,2477,14,25,5.4,136.0,595,2461,19,4.1,135.0,91.0,802.0,15.0,1983,nor,,,,,,,,
986,Team Stats,298,5008,1044.0,4.8,41,13,298,246.0,476,2837,21,28,5.4,137.0,523,2171,9,4.2,131.0,101.0,849.0,30.0,1984,nor,,,,,,,,
987,Team Stats,294,4479,997.0,4.5,36,13,250,260.0,508,2796,20,23,4.9,148.0,431,1683,4,3.9,83.0,96.0,805.0,19.0,1985,nor,,,,,,,,
988,Team Stats,288,4742,957.0,5.0,43,18,275,232.0,425,2668,13,25,5.9,137.0,505,2074,15,4.1,109.0,109.0,855.0,29.0,1986,nor,,,,,,,,
989,Team Stats,422,4964,1009.0,4.9,28,16,304,227.0,411,2774,23,12,6.3,151.0,569,2190,20,3.8,128.0,107.0,994.0,25.0,1987,nor,,,,,,,,
990,Team Stats,312,5131,1034.0,5.0,32,16,306,286.0,498,3085,21,16,5.9,179.0,512,2046,9,4.0,108.0,101.0,821.0,19.0,1988,nor,,,,,,,,
991,Team Stats,386,5328,999.0,5.3,31,12,304,284.0,461,3380,23,19,6.8,167.0,502,1948,19,3.9,108.0,90.0,676.0,29.0,1989,nor,,,,,,,,
992,Team Stats,274,4476,931.0,4.8,39,16,253,226.0,447,2626,15,23,5.6,133.0,464,1850,14,4.0,107.0,108.0,829.0,13.0,1990,nor,,,,,,,,
993,Team Stats,341,4968,1008.0,4.9,30,15,267,292.0,506,3259,20,15,6.2,157.0,483,1709,15,3.5,93.0,101.0,801.0,17.0,1991,nor,,,,,,,,
994,Team Stats,330,4806,895.0,5.4,29,13,267,251.0,426,3178,19,16,7.2,155.0,454,1628,10,3.6,92.0,60.0,567.0,20.0,1992,nor,,,,,,,,
995,Team Stats,317,4707,935.0,5.0,34,13,264,274.0,481,2941,18,21,5.6,158.0,414,1766,10,4.3,94.0,81.0,663.0,12.0,1993,nor,,,,,,,,
996,Team Stats,348,5182,966.0,5.4,32,14,308,366.0,569,3846,22,18,6.5,203.0,373,1336,11,3.6,78.0,88.0,678.0,27.0,1994,nor,,,,,,,,
997,Team Stats,319,5178,984.0,5.3,25,11,294,349.0,573,3788,26,14,6.3,202.0,383,1390,11,3.6,75.0,86.0,688.0,17.0,1995,nor,,,,,,,,
998,Team Stats,229,4206,923.0,4.6,37,20,232,295.0,515,2898,13,17,5.4,135.0,386,1308,10,3.4,77.0,114.0,853.0,20.0,1996,nor,,,,,,,,
999,Team Stats,237,4045,925.0,4.4,55,22,229,228.0,458,2584,13,33,5.1,127.0,417,1461,9,3.5,78.0,101.0,811.0,24.0,1997,nor,,,,,,,,
1000,Team Stats,305,4463,966.0,4.6,33,14,258,278.0,535,3138,19,19,5.3,165.0,374,1325,6,3.5,67.0,121.0,928.0,26.0,1998,nor,,,,,,,,
1001,Team Stats,260,4983,1055.0,4.7,39,9,288,288.0,553,3293,16,30,5.5,159.0,461,1690,9,3.7,97.0,110.0,877.0,32.0,1999,nor,202.0,24.3,18.8,Own 29.7,2:27,5.37,24.5,1.22
1002,Team Stats,354,5397,1041.0,5.2,26,11,312,298.0,497,3329,22,15,6.2,169.0,505,2068,14,4.1,117.0,124.0,1024.0,26.0,2000,nor,182.0,32.4,12.6,Own 31.0,2:46,5.88,29.5,1.76
1003,Team Stats,333,5226,1031.0,5.1,35,13,294,313.0,562,3514,27,22,5.7,184.0,419,1712,8,4.1,87.0,119.0,1025.0,23.0,2001,nor,196.0,31.6,16.8,Own 33.2,2:24,5.42,26.3,1.66
1004,Team Stats,432,5205,1001.0,5.2,30,15,291,291.0,538,3441,27,15,6.0,169.0,426,1764,16,4.1,91.0,119.0,911.0,31.0,2002,nor,192.0,38.5,14.6,Own 35.6,2:25,5.41,27.0,2.05
1005,Team Stats,340,5438,1019.0,5.3,28,20,302,314.0,535,3438,25,8,6.0,177.0,448,2000,11,4.5,100.0,103.0,878.0,25.0,2003,nor,186.0,31.2,14.5,Own 30.7,2:38,5.65,29.1,1.71
1006,Team Stats,348,5193,989.0,5.3,26,10,291,309.0,542,3587,21,16,6.2,177.0,406,1606,15,4.0,82.0,129.0,1141.0,32.0,2004,nor,193.0,30.1,13.0,Own 30.5,2:22,5.26,26.8,1.65
1007,Team Stats,235,5031,1017.0,4.9,43,19,312,308.0,553,3343,15,24,5.6,182.0,423,1688,8,4.0,89.0,135.0,1130.0,41.0,2005,nor,182.0,26.4,20.3,Own 28.5,2:41,5.77,27.6,1.3
1008,Team Stats,413,6264,1075.0,5.8,23,10,330,372.0,580,4503,27,13,7.5,207.0,472,1761,19,3.7,99.0,79.0,597.0,24.0,2006,nor,190.0,36.8,12.1,Own 29.2,2:41,5.79,33.0,2.09
1009,Team Stats,379,5780,1060.0,5.5,30,12,346,440.0,652,4314,28,18,6.5,232.0,392,1466,14,3.7,94.0,68.0,581.0,20.0,2007,nor,180.0,31.7,16.1,Own 28.5,2:46,6.01,32.1,1.88
